"Geography","January 1991","February 1991","March 1991","April 1991","May 1991","June 1991","July 1991","August 1991","September 1991","October 1991","November 1991","December 1991","January 1992","February 1992","March 1992","April 1992","May 1992","June 1992","July 1992","August 1992","September 1992","October 1992","November 1992","December 1992","January 1993","February 1993","March 1993","April 1993","May 1993","June 1993","July 1993","August 1993","September 1993","October 1993","November 1993","December 1993","January 1994","February 1994","March 1994","April 1994","May 1994","June 1994","July 1994","August 1994","September 1994","October 1994","November 1994","December 1994","January 1995","February 1995","March 1995","April 1995","May 1995","June 1995","July 1995","August 1995","September 1995","October 1995","November 1995","December 1995","January 1996","February 1996","March 1996","April 1996","May 1996","June 1996","July 1996","August 1996","September 1996","October 1996","November 1996","December 1996","January 1997","February 1997","March 1997","April 1997","May 1997","June 1997","July 1997","August 1997","September 1997","October 1997","November 1997","December 1997","January 1998","February 1998","March 1998","April 1998","May 1998","June 1998","July 1998","August 1998","September 1998","October 1998","November 1998","December 1998","January 1999","February 1999","March 1999","April 1999","May 1999","June 1999","July 1999","August 1999","September 1999","October 1999","November 1999","December 1999","January 2000","February 2000","March 2000","April 2000","May 2000","June 2000","July 2000","August 2000","September 2000","October 2000","November 2000","December 2000","January 2001","February 2001","March 2001","April 2001","May 2001","June 2001","July 2001","August 2001","September 2001","October 2001","November 2001","December 2001","January 2002","February 2002","March 2002","April 2002","May 2002","June 2002","July 2002","August 2002","September 2002","October 2002","November 2002","December 2002","January 2003","February 2003","March 2003","April 2003","May 2003","June 2003","July 2003","August 2003","September 2003","October 2003","November 2003","December 2003","January 2004","February 2004","March 2004","April 2004","May 2004","June 2004","July 2004","August 2004","September 2004","October 2004","November 2004","December 2004","January 2005","February 2005","March 2005","April 2005","May 2005","June 2005","July 2005","August 2005","September 2005","October 2005","November 2005","December 2005","January 2006","February 2006","March 2006","April 2006","May 2006","June 2006","July 2006","August 2006","September 2006","October 2006","November 2006","December 2006","January 2007","February 2007","March 2007","April 2007","May 2007","June 2007","July 2007","August 2007","September 2007","October 2007","November 2007","December 2007","January 2008","February 2008","March 2008","April 2008","May 2008","June 2008","July 2008","August 2008","September 2008","October 2008","November 2008","December 2008","January 2009","February 2009","March 2009","April 2009","May 2009","June 2009","July 2009","August 2009","September 2009","October 2009","November 2009","December 2009","January 2010","February 2010","March 2010","April 2010","May 2010","June 2010","July 2010","August 2010","September 2010","October 2010","November 2010","December 2010","January 2011","February 2011","March 2011","April 2011","May 2011","June 2011","July 2011","August 2011","September 2011","October 2011","November 2011","December 2011","January 2012","February 2012","March 2012","April 2012","May 2012","June 2012","July 2012","August 2012","September 2012","October 2012","November 2012","December 2012","January 2013","February 2013","March 2013","April 2013","May 2013","June 2013","July 2013","August 2013","September 2013","October 2013","November 2013","December 2013","January 2014","February 2014","March 2014","April 2014","May 2014","June 2014","July 2014","August 2014","September 2014","October 2014","November 2014","December 2014","January 2015","February 2015","March 2015","April 2015","May 2015","June 2015","July 2015","August 2015","September 2015","October 2015","November 2015","December 2015","January 2016","February 2016","March 2016","April 2016","May 2016","June 2016","July 2016","August 2016","September 2016","October 2016","November 2016","December 2016","January 2017","February 2017","March 2017","April 2017","May 2017","June 2017","July 2017","August 2017","September 2017","October 2017","November 2017","December 2017","January 2018","February 2018","March 2018","April 2018","May 2018","June 2018","July 2018","August 2018","September 2018","October 2018","November 2018","December 2018","January 2019","February 2019","March 2019","April 2019","May 2019","June 2019","July 2019","August 2019","September 2019","October 2019","November 2019","December 2019","January 2020","February 2020","March 2020","April 2020","May 2020","June 2020","July 2020","August 2020","September 2020","October 2020","November 2020","December 2020","January 2021","February 2021","March 2021","April 2021","May 2021","June 2021","July 2021","August 2021","September 2021"
"Canada","314,081","348,777","355,802","361,051","370,270","359,516","369,450","380,296","355,395","362,781","364,577","346,902","367,327","369,478","362,184","369,962","357,058","369,396","366,386","366,453","375,943","373,482","374,580","374,135","399,434","389,786","395,323","397,339","395,726","402,478","410,687","405,109","411,435","400,678","411,263","404,861","401,312","400,503","413,263","408,617","421,430","426,112","416,040","421,289","423,426","435,360","427,586","442,476","445,480","437,305","431,314","433,263","428,459","420,622","419,927","425,746","415,744","417,324","410,474","396,147","409,334","414,976","411,437","388,957","399,575","392,754","398,969","405,123","408,396","413,024","421,292","415,604","412,524","422,843","423,166","429,726","438,541","443,594","444,441","450,413","449,494","449,391","450,922","461,479","439,998","453,692","444,173","459,202","463,606","473,743","469,945","469,246","477,115","474,238","479,563","484,543","498,264","532,428","506,451","481,267","515,907","544,278","506,762","503,116","501,325","526,899","513,566","519,651","530,836","524,049","544,779","548,894","532,373","518,861","577,734","548,294","555,503","555,943","542,249","548,446","546,728","545,975","561,712","545,565","548,750","549,239","563,601","563,341","569,217","577,394","606,871","615,893","623,093","606,814","605,804","613,483","635,380","619,938","625,022","635,017","629,260","625,673","624,612","623,189","616,257","613,089","615,028","633,822","661,922","685,929","685,883","689,853","670,300","672,399","684,329","694,946","663,149A","683,311A","688,801A","701,279A","720,642A","708,807A","711,913A","713,475A","723,637A","724,526A","733,588A","733,112A","708,537A","728,099A","728,603A","738,566A","728,250A","739,230A","738,858A","749,036A","753,105A","769,242A","749,385A","782,538A","784,318A","801,789A","784,244A","785,845A","788,821A","790,687A","796,396A","799,181A","801,587A","800,178A","808,454A","814,327A","821,303A","817,563A","835,003B","863,575A","839,134A","825,171A","848,809A","840,859A","841,023A","847,935A","837,781A","830,100A","846,609A","840,504A","845,911A","853,558A","868,841A","867,582A","889,102A","875,276A","872,778A","816,355A","822,856A","772,373A","776,100A","751,773A","763,370A","765,212A","763,607A","762,844A","808,414A","816,311A","809,146B","819,103A","820,369A","823,466A","826,202A","817,701A","817,398A","797,841A","801,125A","812,720A","792,157A","790,795A","801,833A","811,521A","802,587A","813,608A","784,641A","808,932A","760,186A","809,843A","786,249A","786,059A","774,341A","784,358A","788,330A","794,686A","784,291A","803,313A","790,035A","796,941A","789,618A","797,150A","782,826A","794,665A","800,409A","797,106A","800,481A","784,466A","797,575A","792,357A","815,983A","797,414A","820,305A","808,002A","822,095A","817,266A","820,195A","801,892A","807,986A","806,473A","809,915A","759,635A","787,729A","793,672A","816,433A","824,061A","840,535A","840,327A","877,607A","860,270A","854,928A","841,929A","841,764A","855,449A","806,272A","807,988A","855,160A","876,203A","881,436A","876,322A","885,124A","901,381A","897,725A","902,147A","893,753A","913,340B","900,447A","911,534A","864,999A","941,918A","885,036A","891,767B","869,839A","906,621A","908,286B","939,192B","956,967B","946,706A","941,338A","974,679A","939,970A","944,792B","956,082A","962,955A","954,726A","955,532A","960,306A","968,104A","969,025A","935,803B","965,218A","959,132A","986,565A","967,336A","958,240A","957,755A","985,676A","964,335A","977,562A","931,139A","964,435A","964,460A","965,707A","962,918A","981,487A","991,771A","1,015,523A","995,734A","1,016,499A","995,300A","989,980A","973,665A","953,616A","1,011,564A","1,017,272A","1,053,138A","749,480B","355,436B","639,997B","1,115,732A","1,096,472A","1,015,167A","1,135,174A","1,204,131A","1,172,462A","1,055,515A","895,924B","1,099,261A","1,214,414A","984,544A","964,423A","1,156,848A","1,194,777A","1,159,527A","1,181,593B"
